record_id,record_type,used_for,actual_model_input,model_language_conditions,availability_status,language_code,dataset_code,language_name,language_family,script,source_term_en,localized_term,concept_name_en,concept_category,concept_category_name,axis_id,axis_category,axis_endpoint,axis_polarity,axis_endpoint_1_en,axis_endpoint_1_localized,axis_endpoint_2_en,axis_endpoint_2_localized,source_citation_keys,source_titles,source_years,source_urls,translation_nllb_code,back_translated_en,back_similarity,comet_kiwi_score,qe_tier,needs_manual_review,duplicate_translation,origin_files
concept:en:0001,concept,concept_neighborhood_and_similarity_evaluation,1,en | zh | fr | fas | deu | nld | ukr | bul | ind,available,en,eng,English,Indo-European,Latin,individualism,individualism,individualism,values_norms,Values and social norms,,,,,,,,,hofstede2001culture | schwartz2006theory | inglehart2005modernization | house2004culture,"Culture's Consequences: Comparing Values, Behaviors, Institutions and Organizations Across Nations | A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Culture, Leadership, and Organizations: The GLOBE Study of 62 Societies",2001 | 2006 | 2005 | 2004,https://digitalcommons.usu.edu/unf_research/53/ | https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://www.sagepub.com/shop/buy-a-book/culture-leadership-and-organizations-1-226013,,,,,,,,data/probes/probe_sets.json
concept:fr:0442,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,st patricks day,jour de saint Patrick,st patricks day,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,day of saint patrick,0.5714285714285714,0.8602889776229858,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0443,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,independence day,Jour de l'indépendance,independence day,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Independence Day,1.0,0.867260754108429,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0444,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,mawlid,le maoulid,mawlid,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,the maoulid,0.5882352941176471,0.6398314237594604,medium,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0445,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,ashura,ashura,ashura,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,ashura,1.0,0.7881287932395935,medium,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0446,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,hajj,le hajj,hajj,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,the hajj,0.6666666666666666,0.552545428276062,low,1,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0447,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,umrah,l' umrah,umrah,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,the umrah,0.7142857142857143,0.7372450828552246,medium,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0448,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,setsubun,à l'époque de Setubun,setsubun,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,In the days of Setubun,0.4666666666666667,0.4621639549732208,low,1,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0449,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious festival,fête religieuse,religious festival,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious feast,0.8484848484848485,0.8594293594360352,high,1,1,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0450,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious holiday,jours fériés religieux,religious holiday,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious holidays,0.9714285714285714,0.8461939096450806,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0451,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious new year,nouvelle année religieuse,religious new year,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious new year,1.0,0.8748666048049927,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0452,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious easter,Pâques religieuse,religious easter,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Religious Easter,1.0,0.826076865196228,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0453,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious ramadan,le ramadan religieux,religious ramadan,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,the religious Ramadan,0.8947368421052632,0.8644436597824097,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0454,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious eid,fête religieuse,religious eid,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious feast,0.7857142857142857,0.7165452241897583,medium,1,1,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0455,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious diwali,Diwali religieux,religious diwali,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Religious Diwali,1.0,0.8605726957321167,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0456,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious vesak,Vésak religieux,religious vesak,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Religious Vesak,1.0,0.687721848487854,medium,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0457,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious hanukkah,Hanukkah religieuse,religious hanukkah,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Religious Hanukkah,1.0,0.8492013216018677,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0458,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious passover,Pâque religieuse,religious passover,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Religious Passover,1.0,0.7518511414527893,medium,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0459,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious nowruz,religieuse à Nowruz,religious nowruz,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Religious woman in Nowruz,0.7804878048780488,0.5848447680473328,low,1,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0460,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious carnival,carnaval religieux,religious carnival,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious carnival,1.0,0.8583606481552124,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0461,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious thanksgiving,Thanksgiving religieuse,religious thanksgiving,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Religious Thanksgiving,1.0,0.835415244102478,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0462,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious harvest festival,fête religieuse de la moisson,religious harvest festival,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious harvest feast,0.8979591836734694,0.8513476848602295,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0463,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious obon,obon religieux,religious obon,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious obon,1.0,0.5335614681243896,low,1,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0464,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious tet,Tét religieux,religious tet,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Religious Seat,0.8148148148148148,0.5868250131607056,low,1,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0465,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious songkran,chanson religieuse,religious songkran,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious song,0.875,0.6556217074394226,medium,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0466,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious dragon boat festival,fête religieuse des bateaux de dragons,religious dragon boat festival,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious feast of dragon boats,0.7213114754098361,0.8483483791351318,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0467,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious mid autumn festival,fête religieuse du milieu de l'automne,religious mid autumn festival,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious feast of mid-autumn,0.6551724137931034,0.8591665029525757,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0468,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious qingming,Qingming religieux,religious qingming,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Religious Qingming,1.0,0.6801288723945618,medium,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0469,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious yom kippur,religieux yom kippur,religious yom kippur,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious yom kippur,1.0,0.7450870871543884,medium,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0470,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious rosh hashanah,Rosh Hashanah religieux,religious rosh hashanah,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Religious Rosh Hashanah,1.0,0.8531696796417236,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0471,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious purim,purim religieux,religious purim,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious purim,1.0,0.820149838924408,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0472,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious sukkot,succot religieux,religious sukkot,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious suckling,0.7647058823529411,0.5534809827804565,low,1,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0473,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious advent,l'avènement religieux,religious advent,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,the coming of religion,0.42105263157894735,0.8502166867256165,high,1,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0474,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious holi,sacrée religieuse,religious holi,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,sacred religious,0.6,0.5096465945243835,low,1,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0475,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious navratri,navratri religieux,religious navratri,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious holidays,0.6111111111111112,0.8519914150238037,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0476,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious onam,onam religieux,religious onam,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,religious onam,1.0,0.7407437562942505,medium,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0477,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious pongal,Pongal religieux,religious pongal,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Religious Pongal,1.0,0.7631446123123169,medium,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0478,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious durga puja,Durga puja religieuse,religious durga puja,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Religious Durga Puja,1.0,0.7206343412399292,medium,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
concept:fr:0479,concept,translation_quality_stratification,0,fr,available,fr,fra,French,Indo-European/Romance,Latin,religious janmashtami,Janashtami religieux,religious janmashtami,festivals_holidays,Festivals and holidays,,,,,,,,,inglehart2005modernization | hershcovich2022challenges | arora2023probing,"Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP | Probing Pre-Trained Language Models for Cross-Cultural Differences in Values",2005 | 2022 | 2023,https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/ | https://aclanthology.org/2023.c3nlp-1.12/,fra_Latn,Religious Janashtami,0.975609756097561,0.8282231688499451,high,0,0,data/probes/probe_sets.json | data/probes/translations_fr.csv
